wall_time,split,epoch,step,lr,total,pep_coord,mhc_coord,torsion,plddt,pep_plddt,pep_ca_rmsd,mhc_ca_rmsd
1782095528.429738,train,32,4400,0.00013254828938280436,0.23721958696842194,0.15195173025131226,0.21003501117229462,0.06530304998159409,0.0010757397394627333,0.004960863851010799,,
1782095537.9509864,train,32,4450,0.00013253881566917215,0.27585119009017944,0.18121515214443207,0.2426350712776184,0.06765405833721161,0.0015024496242403984,0.005556842777878046,,
1782095547.4154224,train,32,4500,0.00013252934162890693,0.3421459496021271,0.2531120479106903,0.24060775339603424,0.05759425461292267,0.0008484767749905586,0.005503038875758648,,
1782095556.874758,train,32,4550,0.0001325198672621037,0.4594147503376007,0.3330007791519165,0.3658512234687805,0.06961872428655624,0.0014182953163981438,0.009517936035990715,,
1782095566.2522006,train,32,4600,0.00013251039256885765,0.17166529595851898,0.08695592731237411,0.21314994990825653,0.06260320544242859,0.0012028655037283897,0.008554096333682537,,
1782095575.79891,train,32,4650,0.00013250091754926378,0.38257524371147156,0.2714386284351349,0.32033321261405945,0.061798468232154846,0.001540664117783308,0.006881578825414181,,
1782095585.233372,train,32,4700,0.00013249144220341732,0.2795315384864807,0.1671173870563507,0.30301710963249207,0.07299715280532837,0.0016127955168485641,0.00800641905516386,,
1782095594.6088257,train,32,4750,0.00013248196653141325,0.266623854637146,0.16135691106319427,0.29110053181648254,0.06464633345603943,0.001686352537944913,0.011014887131750584,,
1782095604.1353753,train,32,4800,0.0001324724905333468,0.2576476037502289,0.17478859424591064,0.18729031085968018,0.07186932116746902,0.001017638249322772,0.006948717869818211,,
1782095613.6472478,train,32,4850,0.0001324630142093131,0.263352632522583,0.1566244214773178,0.30318257212638855,0.06146900728344917,0.001980682834982872,0.0062527586705982685,,
1782095623.1070604,train,32,4900,0.00013245353755940716,0.24800969660282135,0.1393762230873108,0.28861311078071594,0.07270152121782303,0.0012944884365424514,0.011308169923722744,,
1782095632.613872,train,32,4950,0.00013244406058372408,0.20370784401893616,0.10045789182186127,0.2635454833507538,0.07438509166240692,0.0017103442223742604,0.0059907822869718075,,
1782095642.0786188,train,32,5000,0.0001324345832823591,0.38979050517082214,0.27573952078819275,0.3266528248786926,0.06448235362768173,0.0014661038294434547,0.006706814281642437,,
1782095651.535142,train,32,5050,0.00013242510565540747,0.2687515914440155,0.15601129829883575,0.3188559114933014,0.06579156965017319,0.0013053643051534891,0.006944543216377497,,
1782095661.0612075,train,32,5100,0.00013241562770296424,0.21478423476219177,0.12523840367794037,0.22244210541248322,0.06762762367725372,0.001214998890645802,0.005771644879132509,,
1782095670.5440204,train,32,5150,0.00013240614942512443,0.24896711111068726,0.1605118364095688,0.24020953476428986,0.05657428130507469,0.0011575061362236738,0.004478961229324341,,
1782095680.0069714,train,32,5200,0.0001323966708219833,0.1772681176662445,0.0941898450255394,0.20429672300815582,0.06376823782920837,0.0011997505789622664,0.005941538605839014,,
1782095689.472508,train,32,5250,0.00013238719189363594,0.26660048961639404,0.18099023401737213,0.1973176896572113,0.07236746698617935,0.0009710570448078215,0.006191938184201717,,
1782095698.990621,train,32,5300,0.00013237771264017754,0.23183323442935944,0.14244502782821655,0.22062483429908752,0.0681898444890976,0.0013708272017538548,0.0064293816685676575,,
1782095708.5381684,train,32,5350,0.00013236823306170327,0.19622427225112915,0.11205124109983444,0.20641323924064636,0.06484313309192657,0.0014814502792432904,0.009821544401347637,,
1782095718.0931292,train,32,5400,0.00013235875315830824,0.2022045999765396,0.11067631095647812,0.23612554371356964,0.0646461620926857,0.0017381665529683232,0.006143363658338785,,
1782095727.718109,train,32,5450,0.00013234927293008766,0.15016569197177887,0.08007118105888367,0.15603679418563843,0.061872128397226334,0.001492546172812581,0.007254802621901035,,
1782095737.2666698,train,32,5500,0.00013233979237713665,0.18405963480472565,0.10044737905263901,0.19693204760551453,0.06853527575731277,0.001116137020289898,0.007166111376136541,,
1782095746.7650595,train,32,5550,0.00013233031149955044,0.4177325367927551,0.28618454933166504,0.38243427872657776,0.07162686437368393,0.0012601000489667058,0.004862041212618351,,
1782095756.372514,train,32,5600,0.0001323208302974242,0.25225409865379333,0.16090092062950134,0.23052938282489777,0.06719443202018738,0.001236066920682788,0.006330595817416906,,
